#,weapon_type,firearm_caliber,weapon_description,trr_report_id
9381,HANDS/FISTS,,,2562692
9382,HANDS/FISTS,,,2562692
9383,FIREARM - SEMI-AUTOMATIC,,,2600900
9384,FIREARM - SEMI-AUTOMATIC,,,2602763
9385,HANDS/FISTS,,,2603613
9386,FIREARM - SEMI-AUTOMATIC,,,2605220
9387,FEET,,,2607183
9388,"MOUTH (SPIT,BITE,ETC)",,,2611472
9389,HANDS/FISTS,,,2611472
9390,HANDS/FISTS,,,2611472
9391,HANDS/FISTS,,,2611472
9392,HANDS/FISTS,,,2611472
9393,"MOUTH (SPIT,BITE,ETC)",,,2628844
9394,"MOUTH (SPIT,BITE,ETC)",,,2628943
9395,HANDS/FISTS,,,2628943
9396,HANDS/FISTS,,,2628982
9397,HANDS/FISTS,,,2628994
9398,HANDS/FISTS,,,2629243
9399,HANDS/FISTS,,,2629243
9400,FIREARM - SEMI-AUTOMATIC,,,2629363
9401,HANDS/FISTS,,,2629428
9402,HANDS/FISTS,,,2629428
9403,HANDS/FISTS,,,2629824
9404,HANDS/FISTS,,,2629824
9405,HANDS/FISTS,,,2637312
9406,HANDS/FISTS,,,2640507
9407,HANDS/FISTS,,,2644390
9408,"MOUTH (SPIT,BITE,ETC)",,,2659885
9409,HANDS/FISTS,,,2661237
9410,HANDS/FISTS,,,2661897
9411,HANDS/FISTS,,,2661897
9412,HANDS/FISTS,,,2661995
9413,HANDS/FISTS,,,2661995
9414,HANDS/FISTS,,,2674402
9415,HANDS/FISTS,,,2674402
9416,HANDS/FISTS,,,2674402
9417,HANDS/FISTS,,,2674402
9418,HANDS/FISTS,,,2674749
9419,HANDS/FISTS,,,2674749
9420,HANDS/FISTS,,,2674749
9421,HANDS/FISTS,,,2674749
9422,HANDS/FISTS,,,2675191
9423,HANDS/FISTS,,,2675191
9424,HANDS/FISTS,,,2675191
9425,HANDS/FISTS,,,2675191
9426,FIREARM - SEMI-AUTOMATIC,,,2675326
9427,HANDS/FISTS,,,2675358
9428,HANDS/FISTS,,,2675358
9429,HANDS/FISTS,,,2675358
9430,HANDS/FISTS,,,2675358
9431,FIREARM - SEMI-AUTOMATIC,,,2676289
9432,HANDS/FISTS,,,2676571
9433,FEET,,,2676571
9434,HANDS/FISTS,,,2676571
9435,HANDS/FISTS,,,2676571
9436,HANDS/FISTS,,,2676571
9437,FEET,,,2676705
9438,HANDS/FISTS,,,2676705
9439,FIREARM - SEMI-AUTOMATIC,,,2689307
9440,HANDS/FISTS,,,2689314
9441,FIREARM - SEMI-AUTOMATIC,,,2690245
9442,HANDS/FISTS,,,2691408
9443,FEET,,,2692301
9444,FEET,,,2692346
9445,HANDS/FISTS,,,2692346
9446,HANDS/FISTS,,,2692346
9447,HANDS/FISTS,,,2692380
9448,FEET,,,2692398
9449,HANDS/FISTS,,,2697543
9450,FEET,,,2697543
9451,HANDS/FISTS,,,2697543
9452,FEET,,,2698090
9453,"MOUTH (SPIT,BITE,ETC)",,,2701115
9454,HANDS/FISTS,,,2701416
9455,HANDS/FISTS,,,2702176
9456,HANDS/FISTS,,,2702591
9457,HANDS/FISTS,,,2702591
9458,"MOUTH (SPIT,BITE,ETC)",,,2702591
9459,FEET,,,2702714
9460,"MOUTH (SPIT,BITE,ETC)",,,2702936
9461,HANDS/FISTS,,,2702936
9462,HANDS/FISTS,,,2702936
9463,FEET,,,2703083
9464,"MOUTH (SPIT,BITE,ETC)",,,2703483
9465,HANDS/FISTS,,,2711989
9466,HANDS/FISTS,,,2711989
9467,FIREARM - SEMI-AUTOMATIC,,,2717337
9468,HANDS/FISTS,,,2718324
9469,HANDS/FISTS,,,2718404
9470,"MOUTH (SPIT,BITE,ETC)",,,2725549
9471,VEHICLE,,,2736721
9472,VEHICLE,,,2736847
9473,VEHICLE,,,2737838
9474,VEHICLE,,,2737907
9475,HANDS/FISTS,,,2754164
9476,HANDS/FISTS,,,2754164
9477,"MOUTH (SPIT,BITE,ETC)",,,2758187
9478,HANDS/FISTS,,,2765513
9479,FEET,,,2765513
9480,HANDS/FISTS,,,2765513
9481,HANDS/FISTS,,,2766227
9482,HANDS/FISTS,,,2766227
9483,FEET,,,2766227
9484,HANDS/FISTS,,,2772161
9485,HANDS/FISTS,,,2772218
9486,HANDS/FISTS,,,2784678
9487,"MOUTH (SPIT,BITE,ETC)",,,2789139
9488,OTHER (SPECIFY),,,2798855
9489,FEET,,,2804485
9490,FEET,,,2804994
9491,KNIFE/OTHER CUTTING INSTRUMENT,,,2806336
9492,FIREARM - SEMI-AUTOMATIC,,,2806754
9493,HANDS/FISTS,,,2811487
9494,HANDS/FISTS,,,2811487
9495,HANDS/FISTS,,,2811797
9496,HANDS/FISTS,,,2811797
9497,"MOUTH (SPIT,BITE,ETC)",,,2812723
9498,HANDS/FISTS,,,2812723
9499,HANDS/FISTS,,,2812723
9500,FEET,,,2814887
9501,FEET,,,2815647
9502,HANDS/FISTS,,,2815647
9503,HANDS/FISTS,,,2816737
9504,HANDS/FISTS,,,2816849
9505,HANDS/FISTS,,,2816916
9506,HANDS/FISTS,,,2816916
9507,HANDS/FISTS,,,2816916
9508,FEET,,,2818670
9509,"MOUTH (SPIT,BITE,ETC)",,,2818670
9510,FEET,,,2818798
9511,"MOUTH (SPIT,BITE,ETC)",,,2818798
9512,FIREARM - SEMI-AUTOMATIC,,,2819845
9513,FIREARM - SEMI-AUTOMATIC,,,2820661
9514,FIREARM - SEMI-AUTOMATIC,,,2820663
9515,FIREARM - SEMI-AUTOMATIC,,,2821123
9516,FIREARM - SEMI-AUTOMATIC,,,2821128
9517,CHEMICAL WEAPON,,,2831172
9518,OTHER (SPECIFY),,PORCELAIN FLOWER POT,2831175
9519,OTHER (SPECIFY),,PORCELIAN FLOWER POT,2831176
9520,CHEMICAL WEAPON,,,2831282
9521,CHEMICAL WEAPON,,,2831287
9522,OTHER (SPECIFY),,FLOWER POT,2831548
9523,HANDS/FISTS,,,2847865
9524,HANDS/FISTS,,,2847865
9525,HANDS/FISTS,,,2849050
9526,HANDS/FISTS,,,2849050
9527,FEET,,,2866190
9528,"MOUTH (SPIT,BITE,ETC)",,,2866190
9529,"MOUTH (SPIT,BITE,ETC)",,,2866382
9530,OTHER (SPECIFY),,,2866382
9531,FIREARM - SEMI-AUTOMATIC,,,2876550
9532,HANDS/FISTS,,,2878686
9533,HANDS/FISTS,,,2879631
9534,"MOUTH (SPIT,BITE,ETC)",,,2879751
9535,TASER / STUN GUN,,,2880523
9536,FEET,,,2880523
9537,TASER / STUN GUN,,,2880668
9538,FEET,,,2880668
9539,HANDS/FISTS,,,2880668
9540,TASER / STUN GUN,,,2881005
9541,TASER / STUN GUN,,,2881141
9542,FEET,,,2881141
9543,HANDS/FISTS,,,2881141
9544,HANDS/FISTS,,,2893996
9545,FEET,,,2893996
9546,HANDS/FISTS,,,2893996
9547,OTHER (SPECIFY),,,2893997
9548,"MOUTH (SPIT,BITE,ETC)",,,2894446
9549,HANDS/FISTS,,,2894457
9550,"MOUTH (SPIT,BITE,ETC)",,,2894627
9551,HANDS/FISTS,,,2894688
9552,HANDS/FISTS,,,2895574
9553,HANDS/FISTS,,,2895574
9554,HANDS/FISTS,,,2895574
9555,FEET,,,2895574
9556,HANDS/FISTS,,,2895802
9557,FIREARM - REVOLVER,,,2896254
9558,FIREARM - REVOLVER,,,2896455
9559,FIREARM - REVOLVER,,,2896497
9560,HANDS/FISTS,,,2896497
9561,HANDS/FISTS,,,2896497
9562,HANDS/FISTS,,,2896497
9563,FIREARM - SEMI-AUTOMATIC,,,2899967
9564,HANDS/FISTS,,,2899967
9565,HANDS/FISTS,,,2908375
9566,HANDS/FISTS,,,2908440
9567,VEHICLE,,,2909945
9568,HANDS/FISTS,,,2915410
9569,HANDS/FISTS,,,2915410
9570,FEET,,,2915410
9571,HANDS/FISTS,,,2916300
9572,HANDS/FISTS,,,2916300
9573,HANDS/FISTS,,,2918128
9574,HANDS/FISTS,,,2918128
9575,OTHER (SPECIFY),,,2918128
9576,HANDS/FISTS,,,2919315
9577,HANDS/FISTS,,,2919387
9578,HANDS/FISTS,,,2919554
9579,HANDS/FISTS,,,2919554
9580,HANDS/FISTS,,,2919554
9581,HANDS/FISTS,,,2919554
9582,HANDS/FISTS,,,2919557
9583,HANDS/FISTS,,,2919557
9584,HANDS/FISTS,,,2919557
9585,HANDS/FISTS,,,2919557
9586,HANDS/FISTS,,,2919672
9587,HANDS/FISTS,,,2919672
9588,HANDS/FISTS,,,2919738
9589,FEET,,,2920089
9590,HANDS/FISTS,,,2920089
9591,HANDS/FISTS,,,2920097
9592,FEET,,,2920097
9593,HANDS/FISTS,,,2920097
9594,HANDS/FISTS,,,2920097
9595,HANDS/FISTS,,,2920306
9596,HANDS/FISTS,,,2920306
9597,FEET,,,2920343
9598,HANDS/FISTS,,,2927529
9599,HANDS/FISTS,,,2927529
9600,FEET,,,2968940
9601,HANDS/FISTS,,,2968940
9602,HANDS/FISTS,,,2968940
9603,HANDS/FISTS,,,2973155
9604,FEET,,,2973406
9605,HANDS/FISTS,,,2973495
9606,OTHER (SPECIFY),,,2973753
9607,FEET,,,2973753
9608,"MOUTH (SPIT,BITE,ETC)",,,2975561
9609,"MOUTH (SPIT,BITE,ETC)",,,2987533
9610,"MOUTH (SPIT,BITE,ETC)",,,2991805
9611,FEET,,,2991805
9612,HANDS/FISTS,,,3001636
9613,OTHER (SPECIFY),,,3005090
9614,HANDS/FISTS,,,3007502
9615,HANDS/FISTS,,,3007502
9616,HANDS/FISTS,,,3007502
9617,HANDS/FISTS,,,3007502
9618,HANDS/FISTS,,,3007663
9619,HANDS/FISTS,,,3007663
9620,HANDS/FISTS,,,3007663
9621,HANDS/FISTS,,,3007663
9622,HANDS/FISTS,,,3008080
9623,HANDS/FISTS,,,3008080
9624,HANDS/FISTS,,,3008080
9625,HANDS/FISTS,,,3008080
9626,"MOUTH (SPIT,BITE,ETC)",,,3012169
9627,HANDS/FISTS,,,3013809
9628,HANDS/FISTS,,,3014598
9629,FIREARM - SEMI-AUTOMATIC,,,3014681
9630,HANDS/FISTS,,,3014695
9631,HANDS/FISTS,,,3014695
9632,HANDS/FISTS,,,3016078
9633,HANDS/FISTS,,,3016078
9634,OTHER (SPECIFY),,,3017777
9635,KNIFE/OTHER CUTTING INSTRUMENT,,,3020256
9636,HANDS/FISTS,,,3020256
9637,HANDS/FISTS,,,3020256
9638,"MOUTH (SPIT,BITE,ETC)",,,3021226
9639,OTHER (SPECIFY),,,3021335
9640,FIREARM - SEMI-AUTOMATIC,,,3023453
9641,HANDS/FISTS,,,3023829
9642,HANDS/FISTS,,,3023951
9643,HANDS/FISTS,,,3023951
9644,HANDS/FISTS,,,3023951
9645,HANDS/FISTS,,,3023951
9646,HANDS/FISTS,,,3024511
9647,HANDS/FISTS,,,3024721
9648,HANDS/FISTS,,,3024721
9649,FEET,,,3028258
9650,FEET,,,3028556
9651,HANDS/FISTS,,,3028556
9652,FEET,,,3029121
9653,HANDS/FISTS,,,3029121
9654,FEET,,,3029947
9655,HANDS/FISTS,,,3035069
9656,HANDS/FISTS,,,3035069
9657,OTHER (SPECIFY),,,3035069
9658,OTHER (SPECIFY),,,3035336
9659,HANDS/FISTS,,,3045469
9660,HANDS/FISTS,,,3045829
9661,BLUNT INSTRUMENT,,TREE BRANCH,3063339
9662,KNIFE/OTHER CUTTING INSTRUMENT,,,3064416
9663,KNIFE/OTHER CUTTING INSTRUMENT,,,3065010
9664,FIREARM - SEMI-AUTOMATIC,,,3066105
9665,FIREARM - SEMI-AUTOMATIC,,,3066245
9666,HANDS/FISTS,,,3075497
9667,OTHER (SPECIFY),,,3075497
9668,OTHER (SPECIFY),,SCREWDRIVER,3078829
9669,OTHER (SPECIFY),,SCREWDRIVER,3078830
9670,"MOUTH (SPIT,BITE,ETC)",,,3082009
9671,HANDS/FISTS,,,3082634
9672,HANDS/FISTS,,,3082634
9673,HANDS/FISTS,,,3082634
9674,HANDS/FISTS,,,3082634
9675,HANDS/FISTS,,,3082946
9676,OTHER (SPECIFY),,WORK BOOTS,3083138
9677,HANDS/FISTS,,,3083897
9678,"MOUTH (SPIT,BITE,ETC)",,,3083897
9679,"MOUTH (SPIT,BITE,ETC)",,,3084479
9680,OTHER (SPECIFY),,,3084479
9681,"MOUTH (SPIT,BITE,ETC)",,,3086373
9682,HANDS/FISTS,,,3088062
9683,HANDS/FISTS,,,3088062
9684,HANDS/FISTS,,,3095767
9685,FEET,,,3095767
9686,HANDS/FISTS,,,3098648
9687,HANDS/FISTS,,,3098648
9688,HANDS/FISTS,,,3099448
9689,VEHICLE,,,3100486
9690,VEHICLE,,,3100919
9691,FIREARM - REVOLVER,,,3102450
9692,HANDS/FISTS,,,3108668
9693,HANDS/FISTS,,,3109447
9694,"MOUTH (SPIT,BITE,ETC)",,,3111987
9695,OTHER (SPECIFY),,,3111987
9696,KNIFE/OTHER CUTTING INSTRUMENT,,,3121704
9697,KNIFE/OTHER CUTTING INSTRUMENT,,,3121765
9698,KNIFE/OTHER CUTTING INSTRUMENT,,,3121808
9699,HANDS/FISTS,,,3122506
9700,"MOUTH (SPIT,BITE,ETC)",,,3124325
9701,"MOUTH (SPIT,BITE,ETC)",,,3124339
9702,HANDS/FISTS,,,3124514
9703,HANDS/FISTS,,,3124581
9704,HANDS/FISTS,,,3124581
9705,HANDS/FISTS,,,3124764
9706,FEET,,,3127883
9707,FEET,,,3128189
9708,HANDS/FISTS,,,3142539
9709,OTHER (SPECIFY),,,3142539
9710,FIREARM - SEMI-AUTOMATIC,,,3143739
9711,HANDS/FISTS,,,3146372
9712,HANDS/FISTS,,,3146949
9713,HANDS/FISTS,,,3146974
9714,OTHER (SPECIFY),,,3165103
9715,OTHER (SPECIFY),,,3165524
9716,HANDS/FISTS,,,3166671
9717,HANDS/FISTS,,,3166671
9718,FEET,,,3180602
9719,KNIFE/OTHER CUTTING INSTRUMENT,,,3183505
9720,HANDS/FISTS,,,3193429
9721,HANDS/FISTS,,,3193429
9722,HANDS/FISTS,,,3193429
9723,HANDS/FISTS,,,3199229
9724,HANDS/FISTS,,,3199229
9725,HANDS/FISTS,,,3199229
9726,"MOUTH (SPIT,BITE,ETC)",,,3209715
9727,FIREARM - SEMI-AUTOMATIC,,,3215483
9728,FIREARM - SEMI-AUTOMATIC,,,3215639
9729,FIREARM - SEMI-AUTOMATIC,,,3221764
9730,HANDS/FISTS,,,3225720
9731,"MOUTH (SPIT,BITE,ETC)",,,3227636
9732,OTHER (SPECIFY),,,3227636
9733,FEET,,,3228316
9734,"MOUTH (SPIT,BITE,ETC)",,,3228316
9735,HANDS/FISTS,,,3229035
9736,"MOUTH (SPIT,BITE,ETC)",,,3230251
9737,"MOUTH (SPIT,BITE,ETC)",,,3230287
9738,HANDS/FISTS,,,3235014
9739,HANDS/FISTS,,,3235014
9740,HANDS/FISTS,,,3235488
9741,HANDS/FISTS,,,3235488
9742,HANDS/FISTS,,,3235663
9743,HANDS/FISTS,,,3237508
9744,HANDS/FISTS,,,3245189
9745,FEET,,,3245189
9746,HANDS/FISTS,,,3249198
9747,KNIFE/OTHER CUTTING INSTRUMENT,,,3255874
9748,KNIFE/OTHER CUTTING INSTRUMENT,,,3255887
9749,KNIFE/OTHER CUTTING INSTRUMENT,,,3256252
9750,KNIFE/OTHER CUTTING INSTRUMENT,,,3256416
9751,KNIFE/OTHER CUTTING INSTRUMENT,,,3256468
9752,KNIFE/OTHER CUTTING INSTRUMENT,,,3257412
9753,KNIFE/OTHER CUTTING INSTRUMENT,,,3257439
9754,OTHER (SPECIFY),,,3299080
9755,HANDS/FISTS,,,3301169
9756,OTHER (SPECIFY),,,3301267
9757,"MOUTH (SPIT,BITE,ETC)",,,3301670
9758,HANDS/FISTS,,,3301675
9759,"MOUTH (SPIT,BITE,ETC)",,,3301993
9760,"MOUTH (SPIT,BITE,ETC)",,,3302139
9761,HANDS/FISTS,,,3302466
9762,HANDS/FISTS,,,3302466
9763,HANDS/FISTS,,,3302770
9764,HANDS/FISTS,,,3302770
9765,HANDS/FISTS,,,3302864
9766,HANDS/FISTS,,,3302864
9767,HANDS/FISTS,,,3302872
9768,HANDS/FISTS,,,3302872
9769,HANDS/FISTS,,,3309396
9770,HANDS/FISTS,,,3309396
9771,FEET,,,3309396
9772,"MOUTH (SPIT,BITE,ETC)",,,3311906
9773,HANDS/FISTS,,,3314707
9774,HANDS/FISTS,,,3314707
9775,FEET,,,3314707
9776,"MOUTH (SPIT,BITE,ETC)",,,3314707
9777,KNIFE/OTHER CUTTING INSTRUMENT,,,3315050
9778,KNIFE/OTHER CUTTING INSTRUMENT,,,3315077
9779,KNIFE/OTHER CUTTING INSTRUMENT,,,3315089
9780,HANDS/FISTS,,,3317274
9781,FIREARM - SEMI-AUTOMATIC,,,3320807
9782,"MOUTH (SPIT,BITE,ETC)",,,3322876
9783,HANDS/FISTS,,,3323243
9784,HANDS/FISTS,,,3323243
9785,"MOUTH (SPIT,BITE,ETC)",,,3323931
9786,HANDS/FISTS,,,3326273
9787,HANDS/FISTS,,,3326490
9788,HANDS/FISTS,,,3332165
9789,HANDS/FISTS,,,3332165
9790,KNIFE/OTHER CUTTING INSTRUMENT,,,3335459
9791,KNIFE/OTHER CUTTING INSTRUMENT,,,3335461
9792,OTHER (SPECIFY),,SCREWDRIVER,3344648
9793,FIREARM - SEMI-AUTOMATIC,,,3348209
9794,FIREARM - SEMI-AUTOMATIC,,,3349428
9795,FIREARM - SEMI-AUTOMATIC,,,3349429
9796,HANDS/FISTS,,,3359193
9797,FEET,,,3359830
9798,HANDS/FISTS,,,3361346
9799,BLUNT INSTRUMENT,,WOODEN TABLE LEG,3361960
9800,HANDS/FISTS,,,3363333
9801,HANDS/FISTS,,,3363394
9802,FEET,,,3364627
9803,HANDS/FISTS,,,3364627
9804,FEET,,,3364694
9805,HANDS/FISTS,,,3364750
9806,HANDS/FISTS,,,3364750
9807,HANDS/FISTS,,,3364750
9808,FEET,,,3364771
9809,FIREARM - SEMI-AUTOMATIC,,,3368211
9810,FIREARM - REVOLVER,,,3374255
9811,FIREARM - REVOLVER,,,3375177
9812,HANDS/FISTS,,,3376955
9813,HANDS/FISTS,,,3376955
9814,FIREARM - SEMI-AUTOMATIC,,,3378329
9815,HANDS/FISTS,,,3378571
9816,HANDS/FISTS,,,3378844
9817,HANDS/FISTS,,,3378844
9818,HANDS/FISTS,,,3378844
9819,HANDS/FISTS,,,3390407
9820,HANDS/FISTS,,,3390407
9821,FEET,,,3390407
9822,HANDS/FISTS,,,3390407
9823,HANDS/FISTS,,,3390407
9824,FEET,,,3390834
9825,HANDS/FISTS,,,3391257
9826,HANDS/FISTS,,,3391257
9827,HANDS/FISTS,,,3391257
9828,FEET,,,3391257
9829,HANDS/FISTS,,,3391257
9830,FIREARM - SEMI-AUTOMATIC,,,3399303
9831,FIREARM - SEMI-AUTOMATIC,,,3399367
9832,FIREARM - SEMI-AUTOMATIC,,,3400369
9833,FIREARM - SEMI-AUTOMATIC,,,3400993
9834,OTHER (SPECIFY),,HAMMER,3406244
9835,HANDS/FISTS,,,3406244
9836,HANDS/FISTS,,,3406244
9837,HANDS/FISTS,,,3406609
9838,HANDS/FISTS,,,3406609
9839,HANDS/FISTS,,,3406687
9840,HANDS/FISTS,,,3406687
9841,FIREARM - SEMI-AUTOMATIC,,,3407437
9842,FIREARM - SEMI-AUTOMATIC,,,3407942
9843,HANDS/FISTS,,,3411895
9844,FIREARM - SEMI-AUTOMATIC,,,3412460
9845,FIREARM - SEMI-AUTOMATIC,,,3412816
9846,HANDS/FISTS,,,3414823
9847,FEET,,,3414823
9848,FIREARM - SEMI-AUTOMATIC,,,3414859
9849,FIREARM - SEMI-AUTOMATIC,,,3415022
9850,FIREARM - SEMI-AUTOMATIC,,,3415065
9851,FIREARM - SEMI-AUTOMATIC,,,3415102
9852,FIREARM - SEMI-AUTOMATIC,,,3415118
9853,FIREARM - SEMI-AUTOMATIC,,,3415481
9854,HANDS/FISTS,,,3419413
9855,HANDS/FISTS,,,3423400
9856,HANDS/FISTS,,,3423466
9857,HANDS/FISTS,,,3423466
9858,FIREARM - SEMI-AUTOMATIC,,,3423620
9859,FEET,,,3424630
9860,HANDS/FISTS,,,3424636
9861,HANDS/FISTS,,,3424636
9862,HANDS/FISTS,,,3424636
9863,HANDS/FISTS,,,3424636
9864,HANDS/FISTS,,,3424678
9865,HANDS/FISTS,,,3424678
9866,HANDS/FISTS,,,3424678
9867,HANDS/FISTS,,,3424678
9868,HANDS/FISTS,,,3424922
9869,"MOUTH (SPIT,BITE,ETC)",,,3424962
9870,HANDS/FISTS,,,3424966
9871,FEET,,,3425188
9872,HANDS/FISTS,,,3436106
9873,OTHER (SPECIFY),,REPLICA FIREARM,3437588
9874,OTHER (SPECIFY),,REPLICA FIREARM,3437679
9875,FIREARM - SEMI-AUTOMATIC,,,3438429
9876,FIREARM - SEMI-AUTOMATIC,,,3438444
9877,FIREARM - SEMI-AUTOMATIC,,,3438520
9878,FIREARM - SEMI-AUTOMATIC,,,3445249
9879,HANDS/FISTS,,,3450909
9880,HANDS/FISTS,,,3450909
9881,HANDS/FISTS,,,3450909
9882,CHEMICAL WEAPON,,,3474590
9883,HANDS/FISTS,,,3474753
9884,HANDS/FISTS,,,3475132
9885,BLUNT INSTRUMENT,,BASEBALL BAT,3478202
9886,HANDS/FISTS,,,3478538
9887,HANDS/FISTS,,,3478538
9888,OTHER (SPECIFY),,PAINTBALL GUN,3481952
9889,HANDS/FISTS,,,3482949
9890,HANDS/FISTS,,,3482949
9891,HANDS/FISTS,,,3482949
9892,HANDS/FISTS,,,3482949
9893,HANDS/FISTS,,,3482985
9894,HANDS/FISTS,,,3482985
9895,HANDS/FISTS,,,3482985
9896,HANDS/FISTS,,,3482985
9897,HANDS/FISTS,,,3494006
9898,HANDS/FISTS,,,3498071
9899,HANDS/FISTS,,,3498071
9900,FIREARM - SEMI-AUTOMATIC,,,3500373
9901,FIREARM - SEMI-AUTOMATIC,,,3500421
9902,FIREARM - SEMI-AUTOMATIC,,,3504630
9903,FIREARM - SEMI-AUTOMATIC,,,3504632
9904,HANDS/FISTS,,,3505909
9905,HANDS/FISTS,,,3505960
9906,HANDS/FISTS,,,3507021
9907,HANDS/FISTS,,,3507021
9908,HANDS/FISTS,,,3507189
9909,HANDS/FISTS,,,3507189
9910,HANDS/FISTS,,,3509518
9911,FEET,,,3509518
9912,HANDS/FISTS,,,3509518
9913,HANDS/FISTS,,,3509518
9914,HANDS/FISTS,,,3509518
9915,HANDS/FISTS,,,3512537
9916,HANDS/FISTS,,,3512537
9917,HANDS/FISTS,,,3512537
9918,HANDS/FISTS,,,3513146
9919,HANDS/FISTS,,,3513146
9920,FEET,,,3513146
9921,"MOUTH (SPIT,BITE,ETC)",,,3513146
9922,HANDS/FISTS,,,3513146
9923,FIREARM - SEMI-AUTOMATIC,,,3524614
9924,FIREARM - SEMI-AUTOMATIC,,,3528667
9925,HANDS/FISTS,,,3536923
9926,"MOUTH (SPIT,BITE,ETC)",,,3536923
9927,HANDS/FISTS,,,3536923
9928,HANDS/FISTS,,,3536923
9929,"MOUTH (SPIT,BITE,ETC)",,,3536928
9930,HANDS/FISTS,,,3536928
9931,HANDS/FISTS,,,3536928
9932,HANDS/FISTS,,,3536928
9933,HANDS/FISTS,,,3551539
9934,HANDS/FISTS,,,3551539
9935,FEET,,,3551539
9936,HANDS/FISTS,,,3553212
9937,"MOUTH (SPIT,BITE,ETC)",,,3560745
9938,HANDS/FISTS,,,3560969
9939,"MOUTH (SPIT,BITE,ETC)",,,3560969
9940,FEET,,,3560969
9941,FEET,,,3561044
9942,FEET,,,3561817
9943,"MOUTH (SPIT,BITE,ETC)",,,3561817
9944,FIREARM - REVOLVER,,,3571196
9945,FIREARM - REVOLVER,,,3571310
9946,FEET,,,3571310
9947,HANDS/FISTS,,,3572969
9948,HANDS/FISTS,,,3572969
9949,OTHER (SPECIFY),,,3572969
9950,HANDS/FISTS,,,3573743
9951,HANDS/FISTS,,,3573844
9952,HANDS/FISTS,,,3573844
9953,HANDS/FISTS,,,3573844
9954,HANDS/FISTS,,,3573844
9955,HANDS/FISTS,,,3574151
9956,HANDS/FISTS,,,3587249
9957,HANDS/FISTS,,,3587249
9958,HANDS/FISTS,,,3587249
9959,HANDS/FISTS,,,3587249
9960,HANDS/FISTS,,,3587925
9961,OTHER (SPECIFY),,HANDCUFF,3588073
9962,HANDS/FISTS,,,3588256
9963,HANDS/FISTS,,,3588256
9964,HANDS/FISTS,,,3588605
9965,HANDS/FISTS,,,3588605
9966,FIREARM - SEMI-AUTOMATIC,,,3590312
9967,HANDS/FISTS,,,3590438
9968,HANDS/FISTS,,,3590557
9969,FEET,,,3590557
9970,HANDS/FISTS,,,3592315
9971,HANDS/FISTS,,,3592315
9972,FEET,,,3592315
9973,FIREARM - SEMI-AUTOMATIC,,,3601165
9974,HANDS/FISTS,,,3601165
9975,HANDS/FISTS,,,3601165
9976,HANDS/FISTS,,,3601165
9977,HANDS/FISTS,,,3609436
9978,HANDS/FISTS,,,3609436
9979,"MOUTH (SPIT,BITE,ETC)",,,3620158
9980,FEET,,,3620158
9981,FEET,,,3623062
9982,HANDS/FISTS,,,3623062
9983,"MOUTH (SPIT,BITE,ETC)",,,3623062
9984,HANDS/FISTS,,,3623062
9985,HANDS/FISTS,,,3623062
9986,HANDS/FISTS,,,3625355
9987,HANDS/FISTS,,,3625355
9988,HANDS/FISTS,,,3625450
9989,HANDS/FISTS,,,3625450
9990,HANDS/FISTS,,,3637075
9991,HANDS/FISTS,,,3637075
9992,HANDS/FISTS,,,3637349
9993,HANDS/FISTS,,,3637349
9994,HANDS/FISTS,,,3638507
9995,HANDS/FISTS,,,3638507
9996,HANDS/FISTS,,,3638507
9997,HANDS/FISTS,,,3639025
9998,HANDS/FISTS,,,3639025
9999,FIREARM - SEMI-AUTOMATIC,,,3652919
10000,HANDS/FISTS,,,3667350
10001,"MOUTH (SPIT,BITE,ETC)",,,3667350
10002,FEET,,,3667350
10003,HANDS/FISTS,,,3667868
10004,FEET,,,3668501
10005,HANDS/FISTS,,,3668501
10006,HANDS/FISTS,,,3668501
10007,FIREARM - SEMI-AUTOMATIC,,,3668701
10008,FIREARM - SEMI-AUTOMATIC,,,3669084
10009,OTHER (SPECIFY),,,3669118
10010,FEET,,,3669118
10011,HANDS/FISTS,,,3678256
10012,HANDS/FISTS,,,3678456
10013,HANDS/FISTS,,,3682403
10014,HANDS/FISTS,,,3682403
10015,FIREARM - SEMI-AUTOMATIC,,,3687175
10016,HANDS/FISTS,,,3687175
10017,HANDS/FISTS,,,3687175
10018,"MOUTH (SPIT,BITE,ETC)",,,3687329
10019,FIREARM - SEMI-AUTOMATIC,,,3687640
10020,OTHER (SPECIFY),,,3687640
10021,HANDS/FISTS,,,3687717
10022,HANDS/FISTS,,,3687717
10023,HANDS/FISTS,,,3687717
10024,HANDS/FISTS,,,3688502
10025,HANDS/FISTS,,,3688502
10026,HANDS/FISTS,,,3688502
10027,HANDS/FISTS,,,3688502
10028,OTHER (SPECIFY),,BICYCLE,3691324
10029,FIREARM - SEMI-AUTOMATIC,,,3691378
10030,"MOUTH (SPIT,BITE,ETC)",,,3691378
10031,HANDS/FISTS,,,3691378
10032,HANDS/FISTS,,,3691378
10033,FIREARM - SEMI-AUTOMATIC,,,3691667
10034,HANDS/FISTS,,,3709855
10035,HANDS/FISTS,,,3709855
10036,"MOUTH (SPIT,BITE,ETC)",,,3711039
10037,HANDS/FISTS,,,3712612
10038,HANDS/FISTS,,,3712671
10039,HANDS/FISTS,,,3713176
10040,HANDS/FISTS,,,3713176
10041,FEET,,,3713435
